review_body,review_date 
Its a great hotel and restra. Very good facelty over there. And there are aslo very good staff and other person. He is loceted in mayur vihar. There are more and more good atmosfare very much ...too good,"May 13, 2017"
This was our first hotel in India and will be our last we didn't know what to expect but wow fabulous place the rooms spacious and comfortable bed a little to hard for me however bearable the bar was welcoming and cocktails were strong the food was good friendly staff willing to help in any which way looking forward to spending our last evening there soon,"May 13, 2017"
"Stayed for a couple of nights as it's located close to my office in Noida. The welcome of the staff was warm and genuine and the service at all times was of a high standard. The rooms are a good size and the layout is practical and makes them feel spacious. The bathrooms have a large window (with blinds) that lets in some natural light. My room was on the 12th floor and the view was impressive. The rooms are really quiet and very dark when the curtains are closed. The bed was amazingly soft and comfortable which was perfect for me. A bonus was being able to check-in as soon as I arrived from the airport early in the morning. I tried the spa and pool, both of which are very nice and well maintained. I only ate breakfast in the hotel and it was what you'd expect from a hotel like this. Not amazing, but good, fresh and tasty. One negative is that the hotel transport is expensive for the distances travelled. Taxis also seemed expensive from this hotel compared to others I've stayed at in Delhi. Probably something to do with it being outside the city centre. I would happily stay again. ","May 13, 2017"
"I stayed in this hotel for my business trip and it was a good experience to stay there than I expected. It was a first time to visit in India and no idea how my stay will be, but my room was a quite large, amenities were good, and WiFi environment was also great. I could spend time with relaxed and work hard during the stay.","May 6, 2017"
Good location if you want to work / base in NOIDA. Good comfortable and well planned rooms with mostly everything taken care off. (The beds are a little too soft ! Wish there was a way to change that). Good staff. Soothing and peaceful ambiance.,"May 3, 2017"
"I stayed on 19th April -21st April in room no 724,Room was very spacious having all the amenities.Staff was very politeview from the room was very pleasantcomfortable bedsCheck in was done on time so was check out.food was awesome apart from the VEG COMBO THALI i order. Thali items were not up to the mark.hotel arranges complimentary bouquet and a cake for us Special thanks to the following staffFront office : Namrata and DM Raman,a guy who took our check-in acknowledged us as a PCR member.Guest services: NancyHousekeeping: Devender jiBell desk: Ajit jiRoom Service : AnujHighly recommended","April 26, 2017"
"The room are quite big and above all clean.Another good factor is the silent inside the room, you can sleep very well, also thanks to different pillows.Breakfast form 6:30 to 10:00 and you can have almost you can need.Spa and pool are also available - not used.Last but not leas, personnel are very kind.","April 24, 2017"
"Really, I can't find one single unpleasant thing to say. Apart from the huge drain opposite the hotel (which is not the hotel's fault!), this is an exemplary hotel that really takes care of its guests. Great service, a lovely room with luscious pillows and a sumptuous bed, great bath amenities and fantastic water pressure... this was an excellent choice. The FOH was highly helpful and gracious while the Security was professional and pleasant. I truly appreciated the little, handwritten message left by Housekeeping. It would be good though if the hotel can offer shuttle service to the nearby Metro Station abt 500 metres away. All in all a great experience. I'd gladly return.","April 23, 2017"
"Crown Plaza is an excellent hotel for those of us traveling from abroad. Typical high end service. Rooms clean and bathrooms were upscale. Food quality and choices were good. Excellent service.Just a few issues that I encountered: There was confusion during booking if breakfast is included in the rate. The portal I booked through showed breakfast but it ended up being not included.I had planned on staying for 10 days and made two separate bookings. I decided to cancel the 2nd booking mainly because although breakfast had lot of variety, it basically was the same each day and it got boring after eating the same stuff 5 days in a row. I wish they can do something about making breakfast more distinct each day.Finally, although I had cancelled the 2nd booking within cancellation timeframe and had online email confirmation, the hotel charged me for it. It took 3 months through the credit card dispute to finally get the charge off.I had stayed during the midst of demonitization and the hotel refused to cash even small amount. Lastly, the lighting in the rooms is very dim. Probably to give upscale look. It would help to have the option for bright light to do work.Other than this the hotel is a good place to stay for comfort and service. Since I worked night (US Shift) and slept during the day, the staff was still able to clean the room during late evenings when I was at work. Many other hotels are not able to do this.","April 19, 2017"
Its rare to see in India for staff to know bout vegan lifestyle but this place gets it thanks to the supreme and magnifique services of Rattan and his amazing crew at infinity. They smiled they wanted effortlessly giving their best at all tables. Beware we solo diners observe a lot more!!! I noticed all Chef's were on restaurant floor assisting the guests don't see that much. My entire meal was veganised easily. Even when a minor glitch that resulted in me having dairy occurred I was quickly apologised to and cautioned. Rattan the star has a warm smile that is welcoming like no other. He is irresistibly handsome and suave which made him professional flirty!! All this would be secondary without consequence if the food was just good. It was more than divine. Try the stuffed mushrooms unbelievably surprising having had every Indian dish in 6 yrs this was an execution rare and the homestyle gobi paranta by Chef Ashish who personally checked on my satisfaction and gave me the trade recipe of the mushrooms. Mahalo and thanks to this unexpected Sunday treat will be back soon. The kir Royal Hmmm needs a better recipe the restaurant decor dated. ,"April 16, 2017"
Stayed at the hotel for 10 nights and what a pleasure clean rooms and friendly staff always willing to assist. The chefs and the food was also great thanks chef Suresh and Bhagwal for the great services and food. Guys please try the waffles and pancakes ,"April 11, 2017"
"Exceptional service by Satyam, Vinod and Punit at the Lobby Lounge. Satyam went out of the way and menu to get me a papaya honey smoothie!We are regular visitors and love the service at the Lobby Lounge.","April 10, 2017"
"Good price quality, beautiful rooms, nice breakfast and very very friendly staff, they go the extra mile for their customers. Very good SPA. Downside is neighborhood as there is nothing if you go outside. Approx 45 min. from airport.","April 9, 2017"
"Nice and comfy room. Gym, SPA and swiming pool well organized and well decoraded. Food at Inifinity was amazing, Mr Narendra and Ched Deepak are so considerate, always offering the best Indian taste experience.Cab service was perfect, Mr Pramod was always ponctual and helpful.Thanks for all staff and for the excellent service provided!","April 9, 2017"
"Came to the hotel late at night. Nice to come to a comfy bed. Everything in the room worked well, and decorated nicely.Service was excellent.Got lots of change at the front desk which was nice, as we just got larger notes from the ATM.The breakfast had a large selection of food, and you could also get eggs cooked anyway.Would come back to this hotel in a heartbeat.","April 7, 2017"
Good price and you get a lot for your money. Nice restaurang with really good food. You can go for buffe or Menu. The chefs are close to you and you can ask them to cook something just for you and they do. Really good breakfast also. If you are in the mode for a Kingfisher you can have that in the afternoon at the bar. The rooms are large and clean with beg beds.,"April 4, 2017"
I ordered a cake at the infinity restaurant @ crowne plaza. I contacted Chef Diwas who asked me to find out any cake on google and watsapp him its pic. As all other boys my son also likes cars so i shared few pics with chef. Mr. Diwas helped me out choosing the right cake basis the weight of the cake. He further shared chef. Ashish's contact number who took the rest of the details and prepared the cake.The cake was handed over to me before time and it looked exactly the same in reference to the pic i shared.Everybody my family and relatives loved everything in the cake starting from its design to its taste.This was my first experience with Chef Diwas and his team and I'll continue it further in future.Kudos and my best wishes to chef Diwas and his team for future.,"March 28, 2017"
"We stayed in this hotel and were particularly impressed with the manner the place is run . All staff appear to take great pride in their work and the minute u walk into the hotel one feels very welcome . Good security exists as every time you enter the hotel a security check is carried out . The room we stayed in was big , airy with all the usual facilities including a safe . The bedding was crisp and clean and very good quality towels and toiletries were provided . I found the breakfast as one of the best in India as we had been travelling all over in the previous 3 weeks . There was a very big choice and this hotel caters for many different nationalities. The location of this hotel is good and not far from a metro station . I would definitely stay in this hotel when again in Delhi . ","March 25, 2017"
"This is a very beautiful, clean and modern hotel. The rooms are very spacious with very modern bathrooms, equipped with large bath tub and a separate shower.It was also close to the metro and the highway.The food from the dinning room was amazing, our breakfast was included but we opted to have dinner there also because the buffet has so many choices and tasted delicious. The best thing about this hotel was the staff, the dinning room and front desk staff. They were very efficient, helpful and very friendly. I will definitely stay there again.","March 24, 2017"
"I am checking out in the next 30 min - and wanted to thank the following team members of yours - 1) Arshad, Abhishek and Ajith at bell desk . They are always keen to help. Abhishek is very forthcoming -Arshad got me the printouts of the IHG hotels at Las Vegas . I am travelling there next month and wanted to book myself at a IHG property.2) Sunil and Devendra at Concierge . Sunil went out of the way to help me pack a gods photograph for me - which is supposed to go as a gift to someone. God bless him. Earlier during my stay Mr Rahul Sharma touched my heart by personally ensuring that a gift packet from my mentor reaches Mr Ranjan Banerjee - GM Okhla. 3) Suraj , Shoovir and Gaurav - your brand new IT team were top class. Always smiling !4) Anil from housekeeping was a God send . Every morning as soon as I stepped out of my room for some help - he was there to always help me. He is a diligent and silent worker . Great asset .He would also place fresh flowers on my Guruji's picture every day ( without me asking for it ).5) The chef brigade and Infinity was better than ever before . Chef Mayaram took special care of me . Every morning he would prepare my Upma and come to check if it's fine . On 2 occasions he tied some interesting innovations - Bewdi and Wheat Upma. Chef Deepak , Kunwar were all very impressive. Shakthi and Tarun never cease to impress me with their creativity . Every evening I would come for dinner and request them to make me something ' light and flavourful' - and they will take care Of he rest . God bless both of them . The wholly wheat and asparagus warm salad by chef Shakthi and the braised vegetables made last night by chef Tarun were my Top 2 dinners during this stay.6) The service team and Infinity is like family to me . I saw some new boys this time - they are all very good - Asad, Jagdish, Mohan and Sujith . The seniors are as good as ever - Sanjay, Vinod Hoshiyar, Digamber, Narender and Punit - including Roshni. 7) Lalit and Avinash in IRD. Lalit served my fruits and milk everyday . Avinash was super sharp to replenish the almonds in my room on time.8) Manoj Kumar at security would wish me every morning with folded hands and a heart full of respect . 9) Amit, Shama and Deepak are the best. So professional and helpful. Great team . I feel comfortable calling them any time for help. Sundeep impressed me by giving me a list of Raymonds Showrooms near the hotel. Thanks to Manoj and Rakesh for a seamless checkout experience. Rakesh also offered me chance for RS 2000 on my way out .10) Sunil and Sultan from Laundry were superstars . Every evening they would come and deliver my laundry with military precision and minimum disturbance .Great stay as ever- thanks again.Pls let the above team members know that I am thankful to them for the time and attention they gave me. My regards to Chef Devas as well. He is an amazing human being .Regards ","March 24, 2017"
"A pretty good hotel. Modern, Nice and clean with good features. Comfy bed and good sized room. Only disadvantage, it's in the middle of no where.Would I stay again?? Prob not to far away from the action.","March 19, 2017"
"I travel all over world , earlier I use to wonder , ""when India will reach at this Luxury and service level "" But after visiting Crown Plaza Mayur Vihar , got full satisfaction , Now I recommend to all my official traveller to Delhi to stay at Crown.> Best part is overall Property Pool & Gym > Breath taking view from Rooms facing Akshardham ( can't get such a lovely view in Delhi ) > Service in morning & Lunch is Excellent > > But surprisingly I visited with my Guest for Dinner in "" Infinity "" twice the service was very poor even the food was not warm properly . Staff & Manager took guest for guaranteed "" that it's Buffet hence help yourself "" even we wanted to place Ala cart but No one was ready to take order .May be in day time I realized that Jr Trainee were giving best service not the regular staff .RegardsManoj Kapoor","March 19, 2017"
Stayed 5 days in this hotel. The service was great and all staff friendly and helpful. The restaurant has perfect breakfast. The bar was good and room perfect equipped. High floor room has beautiful view at clear sky.,"March 18, 2017"
Went to infinity to dine wow great blow to heart and mind. Chef prepared a great mutton preparation with good breads. Amit kaushik was a great host. Loved the place will go back for chef and Amit. Compliment to chef who cooked our food that night. Great night,"March 18, 2017"
"I've stayed repeatedly at the Crowne Plaza in Noida (not in New Delhi, which is 20-25 minutes away by Metro or taxi, depending on traffic), in large part because of its proximity to both Indira Gandhi International Airport and downtown Delhi. With my 9 nights stay there over the past several years, I continually have been impressed with the facility and the high quality of service. Admittedly, there isn't much around the hotel except the Holiday Inn next door, but one can walk 10 minutes to the Metro station easily seen from and, for less than 20 rupies be in Delhi in no time. And admittedly, there have been a few mornings when the smell from the Yamuna River creeps into the lobby unpleasantly. But having spent over five weeks in India on both business and holiday travel, I haven't slept better in a single hotel. Whereas most Indian hotel mattresses are rocks, the down-top cushion at the Crown Plaza wins. The front desk was always helpful; our only challenge came with exchanging money in February, but we discovered that cash was tight in India because of the national elections. Breakfasts came with our rate, and the buffet is extensive with both Indian and Western options, including made-to-order omelets and dosas, which were delicious. While other reviews have noted the lack of restaurant options surrounding the hotel, the restaurant's dinner selections, both when choosing the buffet and ordering off the menu, had us return night after night -- yes, in part because of the ease after a day of touring, but also because of the top quality service. Our gratitude to Narendra, the assistant manager of the restaurant, who was conscientious and always helpful. Room amenities were top-notch: iron and full ironing board (not something we found in many Indian hotels), tea kettle with full tea and coffee selections, and numerous outlets (both Indian and Western) that made it easy to recharge. If you're looking for a resort experience, then I'd suggest making another choice, given the location and surrounding area, even if the hotel has all the amenities of a resort. But we'll stay here again when we revisit Delhi again.","March 11, 2017"
"Was there again and it's still has the same charm , nice ambience, good food better service and everything else so I always like to go to this place . What else you need to go to a hotel it has all the reasons to visit . Keep it up ","March 11, 2017"
"We found the room and hotel in general was fantastic, and Hotel would have received 5* from me except on the first morning when we went down for breakfast a bus tour had just finished and we we told to wait till tables were available, except a number of other people who came in after us were taken to tables - l was really pissed off and found it rude. Next morning the service breakfast service was excellent","March 5, 2017"
A very nice hotel. Staff were very friendly. I was on 10th floor with views across the flood plain of the Yamuna towards New Delhi. Rooms large and comfortably furnished. Room service menu was good - quality and a wide selection. Restaurant did a buffet in the evening for around INR 2000. The breakfast buffet was also large. Breakfast staff changed halfway through my 8 night stay and the new team had only been trained to make cappuccinos so anything more exotic (e.g. single macchiato) was beyond them. Cafe/Bar good with small outdoor terrace for smokers. The hotel has well equipped fitness center and a stylish outdoor pool on the 3rd floor. (Sun on pool area in the afternoon)The main problems are1. The hotel is located close to the Yamuna river and a sort of open sewer. The stench of sewage was quite strong outside the hotel which made the cafe terrace and pool areas not places you would want to linger but this wasn't a problem inside. The proximity to water also meant mosquitoes. There were plug-in mosquito thingies in each room. 2. There is not much around the hotel. Holiday Inn next door provide a bit of change in restaurants. There is a sort of shopping mall behind the hotel but this was full of beer and wine shops and little else - something to do with sales tax differences between Delhi and NOIDA. The market in Mayer Vihar was fine for groceries and chemist but the cafe/restaurants probably best avoided. The metro station into Delhi is a 10min walk or short TukTuk ride. Uber car into the centre took about 40mins depending on traffic. I would stay again for a night or two but not for another week stretch. ,"March 5, 2017"
World class hotel with superb facilities. Service was top notch. Hotel was extremely clean and wellmaintained. Extensive breakfast. Could not find any faults. Large rooms and a great in house dining service. Prices to match the service. My room faced easy so I got a superb view of the sun rising every morning. ,"February 23, 2017"
Spent one night here with the group in transit to Agra. Could not fault their service. Very good in all areas. The food was of a high standard. Staff willing to please. Very good facilities in the room. Would definitely stay there again.,"February 16, 2017"
"We had gone for Buffet dinner. Had a nice time. Hospitality was great. Although variety of vegetarian snacks was less as compared to non veg, I think that's cause of their foreign guests from Portugal who are more into non- veg.Quality of chicken tikka masala can do a little better. Overall it was good.","February 15, 2017"
"Located close to Noida and Delhi, the hotel is clean and comfortable. the staff are attentive and courteous even though the food at Infinity restaurant is good, less of south Indian variety disappointed","February 13, 2017"
"The services and the food has declined over a period of tome, previously with Hilton the standard by and large was much better. Ambiance of the neighborhood is below average. Staff in their coffee shop Infinity is cooperative and cordial. Overall the quality needs to improve .","February 13, 2017"
"Stayed in Crowne Plaza Mayur Vihar for 3 days, on a short business trip, since it is one of the best options close to NOIDA. The hotel room was top-notch. The mattress and sheets made for very comfortable nights' sleep. The restaurant offers an excellent variety of healthy breakfast options and the dinner is even better. The staff, especially at the restaurant, were extremely courteous and ready to help, well done to the team.","February 12, 2017"
"The Crowne Plaza Mayar Vihar, should be a great hotel, sadly it rates as average, despite a good restaurant. What lets this hotel down is its attention to detail. During my most recent visit, the phone in the bedroom did not work correctly, meaning that in room dining was not able to be reached. The reception staff are more interested in flagging you as a member of the IHG system, which is quite frankly embarrassing. The hotel location is not the best, with no easy access to the metro that runs just outside the hotel. The pool terrace is called river view, but you would need binoculars to see the river. Staff in the lobby bar are unattentive, however staff in the restaurant are perfect, and this is the hotels saving grace.","February 10, 2017"
Stayed at the hotel for a night. We checked in late in the night..... the check in was smooth....the room was comfortable and cosy.....We slept well..... The breakfast at Infinity was decent.... Overall a comfortable stay.,"February 7, 2017"
"We stayed in the hotel for business working in the NOIDA area for the week. The hotel rooms are very big, and the view from the window was nice, although it's mostly of a road and train route... on good visibility days it may be better.The room was clean, and everyone in the hotel was very nice to us, breakfast buffet is lovely with a choice of Indian / continental dishes, Dosa freshly made to your specs, as well as other staple morning dishes / juices.Beds are so comfy. BTW","February 5, 2017"
"I booked this hotel because I was working in film city which is very close by. The location has nothing much around it and the views are quite plain but the hotel is fantastically staffed and the service is top notch. Security is quite good and the gym and spa level are well staffed and nicely appointed. I recommend this hotel though if you go to the mall behind the hotel, there are many shops that sell cigarettes and cheap name brand alcohol if the prices at the bar scare you off. Taxes are quite high in the area so I bought at the mall and enjoyed in my room, which quite frankly, was the very best room I've had in a long time. ","February 3, 2017"
"I was a member of their Crystal club and booking a room at the date of my choice was a big headache----- never got the date I requested! But the staff at their Infinity restaurant was great---- very helpful and courteous. The food was, well, OK! But more than made up with the behavior of the staff","February 1, 2017"
"This was the first hotel that I stayed at and it was definitely memorable. The staff was courteous, the food was delicious, one the of food managers even had special indian breakfast made for me when he was on shift. The place was cleanly and overall great stay.","January 30, 2017"
Had a wonderful say the Crowne Plaza but it was Narendra the made this stay memorable. He went out of his way to make sure I was take care of at all times to the point where I was looking forward to seeing him upon my return to the hotel. Definitely going to miss him and this hotel. ,"January 27, 2017"
"We stayed here as part of a tour, but definitely a business hotel. The wireless worked great, and there is an onsite restaurant called ""Infinity"" that serves breakfast (buffet and omelettes/eggs to order). Very secure hotel with guard and metal detector at front door, check all cars coming into hotel as well at the gate. Rooms are a good size, beds comfortable and decent size shower (water pressure and temp were good). The staff were friendly and helpful. We ate dinner at the hotel as well, al a carte, as well they have a dinner buffet. The food was good, drinks (wine) very expensive (but what you would expect at a hotel like this, and in India). There was a nice pool area, but closed for renos. Also a BBQ/bar area by the pool. We used the excercise room (good selection of machines and weights), and there is a steam/change room in the bathrooms by the spa.","January 25, 2017"
I stayed in this hotel for 2 weeks and it was a very pleasant stay. The rooms are clean and well kept. Food too was excellent. Staff at the restaurant were very professional and helpful. Especially Narendra Singh was exceptional. He was always ready to go an extra mile to please the guest . He is certainly an asset for Crowne Plaza.,"January 23, 2017"
"I stayed in this hotel for four nights. It is actually located in Noida and too far from New Delhi City Center. Metro line is just passing through this hotel. It is five minutes’ walk from New Ashoke Nagar stop. This hotel is situated a little bit outskirts of New Delhi and isolated place.This is a big hotel and has 24 hrs. Reception desk. Its breakfast is complimentary and has variety of items. Buffet system in lunch and dinner is also available. Its safety and security system for guests in unique. Room was big, neat and clean. Toilet was big enough. Everything like, tea-coffee maker, Flat screen TV, fridge, toiletries, telephone, sofa set is available in the room. They provide complimentary newspapers in the room every day. It has 24 hrs. free room service.I highly recommend this hotel for travellers to have luxury experience.","January 10, 2017"
"Good hotel. I did not care too much for the breakfast that they serve. The dinner was very expensive, so we went next door to the Holiday Inn and ate a tasty meal at an affordable price. They did not have free wifi at that time. I would still recommend it.","January 9, 2017"
"The Hotel is well located, the room was very spacious and comfortable. The Buffet at the restaurant Infinity was clearly an experience, with a lot of choices and quality. Also the restaurant staff was very professional and helpful, specially Asha who always took good care of us.We only had one day to discover Delhi, and the hotel provided us the best driver/guide we could imagine. Ajay shared his knowledge about Delhi with a lot of passion and professionalism. We were so lucky to have the opportunity to visit Delhi with someone like him. So don't forget to ask the concierge for Ajay because he is definitely the one able to make your stay in Delhi unforgettable!","January 7, 2017"
"We were upgraded to a deluxe room. Spacious floor space. Friendly staff. Excellent service. Awesome breakfast. Indian and western cuisine. I overate every morning. Puris were made to order. My favorite meal for breakfast, puri bhaji","January 6, 2017"
"Hotel was very clean , friendly staff , buffet wAS FULL of food many choices , wifi available , the only problem is the location it's quit far from the central Delhi , taxi available 24/7 , all in all good place to stay in .thanks for the best service ","January 4, 2017"
"I stayed at this hotel while traveling with a group of 13 family members. The hotel staff were friendly, and helpful at all times. Check in was handled well, the staff were extremely organized. The food was great. The breakfast buffet offered a wide range of options. We also had the Christmas Eve dinner buffet, and it was amazing. Mohan always did his best to make sure that we were comfortable.  The hotel isn't too far away from the downtown area, but it is very close to the mall of India. I highly recommend this hotel and will definitely use it again. ","December 30, 2016"
"Stayed 15 nights in this hotel and one word to share my experience ""Awesome""!It was a perfect location for my work in Noida and near Delhi for fun and shopping. Bedrooms were enough spacious. Swimming pool, gym & spa, steam bath & sauna were totally a great experience. Infinity food court have had yummy cuisines. But the best part of this hotel are its staff! They all were friendly, many smiling faces and always having great energies to help anytime during the stay.As I traveled India from Finland after over two years, I was eager to speak to people around. I never expected staff would make me feel like home!Ritu had been outstanding with her morning & evening greetings in lobby and knowing day to day welfare at my end, ensured my stay to be as pleasant possible. A very talented FM!Narendra & Sanjay ensured that food served in morning and evening at its best, totally fulfilling cuisines, specially when I am being a vegetarian. Kudos narendra!Roshni and Aasha were exceptional in their roles. Hitesh, Ram, Ratan, Sardarji, Hoshiyar, Mohan, Deepak: You all are so nice being!To conclude, Awesome (location,staff,services, food, price )!","December 29, 2016"
"we stay 3 nights,great hotel,room very clean .five star service,breakfast was perfect.staffs well train curtious,distance from airport to hotel by cap. 850rupee,uber easily available.metro station walking distance 400 m","December 26, 2016"
"This is a great hotel to stay on a business trip. Close to Noida and away from the big hustle and bustle of Delhi. There's a metro stop nearby, taxi's (Uber/Ola) are also readily available. The breakfast is a good mix of Indian and western choices. As mentioned in other reviews, the location is not near the Airport, it is a good one hour ride without traffic. A great place to stay if you are working in or around Noida.","December 21, 2016"
"The hotel is just another 5 star hotel. However, the chefs here are too good. Not only they service the best to you, they ensure to service as per your needs. One such chef that we met was Deepak. He was extremely customer centric & gave us an excellent service. Best part was when he stated ""We are away from our hometown, hence he was trying to give us his best not to let us miss our home. The veg pizza & Chicken Biryani that he exclusively made for us was unmatchable. It was unforgettable moment.Thanks Deepak once again","December 20, 2016"
"I am a frequent traveler and always prefer to stay at Crowne Plaza,Mayur ViharThis time my stay got extended to almost a month and its been a fabulous experienceI would like to thank infinity staff for their hospitality and care. I would start from chefs Mr Shakti, Mr Deepak Mahananda.I would like to specially mention here about chef Deepak Mahananda.He is a fabulous chef and a great host. He made me feel at home despite being away from home for such a long timeHis mouth watering dishes, surprises and intricate food presentation always made my dayHe is the reason I would come again whenever I visit DelhiKudos to the staff @Crowne Plaza,Mayur Vihar","December 19, 2016"
So New Delhi is not for the faint of heart. This property is a good distance from the airport - allow an hour at least and closer to two hours at rush hour (in fact save yourself some grief and do not take a flight that lands at 4 or 5 pm on a Friday). One tip - Uber is alive and well in New delhi and it's about $10 from the airport to the hotel. I think the hotel car was about 25 times more expensive. The room was good sized. The bellman is insistent about helping with your bags. The bathroom was quite nice.The front desk spoke limited English. The restaurant was also limited in English.The hotel is changing their phones - or so the note said. In any case the phones didn't work and when they did they went unanswered at the front desk (and when finally answered they can't understand English so ... a little trying). The wifi and the A/C were excellent.At checkout the bag valet was great and very helpful so that varies day to day.Bottom line - it's fine. You can do better.,"December 18, 2016"
"We could not fault the service, the room or the restaurant, it really is a great hotel. The only thing to consider is the location which is a little out of the way of the things you may want to do in Delhi and other eating alternatives.","December 17, 2016"
"I have came here on a business trip and staying in this amazing hotel near my office. The Hotel has wide and spectacular view all around but the one through the swimming pool side is absolutely awesome. I am amazed with the hospitality of the Hotel stuff. They are so nice friendly and always let me feel at home. Specially Deepak , who is a fantastic chef in this hotel always come with grand new dishes specially for me with my home flavor. Even if my stomach is full he never stop putting his creation. One who comes here must meet him and i am sure you will never try to find another hotel to stay.Also one day when i came back from Office , fully tired and needed a break, i found the house keeping stuff Bobby made Swan with Towel and put at the table. This was magical. I forgot all the stress of the day seeing that craft. This is something I never expected from hotel service.Thanks Deepak for the nice dishes , your creation and Thanks Bobby. I wish I could carry the Swan to home.. :-)Tanmay","December 13, 2016"
"I have been staying in this hotel for over 2 months and my experience has been excellent. This has been made possible by the great service provided by Reception/ Front Desk Staff, Restaurant Staff, Kitchen Staff, Room Service and Transport Team.The entire teams work in-conjunction with each other to enhance my daily experience. I would like to take this opportunity to thank all the staff members starting with Rahul Sharma (great leader & motivator), Deepak & Amit (Front Desk Managers), Chef Diwas, Chef Deepak Mahananda, Chef Shakti, Chef Manjeet, Chef Tarun (great food & personalized experience).My special words of appreciation for Chef Deepak Mahananda (thanks for making yummy food), Narender, Digamber (Restaurant Managers), Ratan, Vinod, Sanjay, Asha (Restaurant staff), Sunil, Rakesh (Transport Team) and Anil (Orix) – they always serve with a smile & brighten my day.I would also like to thank the entire room cleaning staff as well as front desk staff – including Dev, Ajit etc.Thank You all for making me feel as if I am at my home only; Look forward to my next stay !!!","December 13, 2016"
"They randomly started construction to fix something in the room above from 4-5:30pm and we had to call three times to complain asking them to stop and asked if they could work on it for another 30 or so minutes. I said ""no"" bc we just got back from our sightseeing and we're tired and we're trying to nap. They kept saying they would have it stop but after every call the banging continued making us crazy especially from lack of sleep from traveling here from the other side of the world.They said they would stop and then after complaining agai said they wouldn't. Very frustrating! Never said at any hotel where this has happened and I've traveled all over the world all my life. Praying all the banging will end and I might be able to get a much needed good nights sleep. :(","December 12, 2016"
After Crown plaza kochi it was second visit to any Crown plaza property. Actually attending a conference at Delhi for three nights so stayed at three different hotels. crown Plaza being first expectations were maximum. Nice grand building at Mayur Vihar Noida junction just at entry of DND flyover. All expected as OK n a nice five star hotel huge lobby smooth check in big rooms. Nice clean working lifts. All.essential items in room also with a very nice city view of Delhi traffic and.tne river yamuna. Food also.needs mention the veg combi that is paneer mid veg dal.raita laccha parantha and.two big pieces of gulabjamun. I think it is for two persons. Breakfast also very well.spread with all types of eatables. Another thing worth mentioning. Received a call after. Few hours of.check out that they found a mobile.in room.than Only realised I missed. Went to collect in late evening but their was formalities with security Dept. Cause I was staying at adjacent hotel they sent their security man to my hotel who handed over the mobile. Thanks Crown plaza.,"December 11, 2016"
This was the first time i was staying at this Crowne Plaza property and was looking forward to the same. The property lived up to its expectations and service in all aspects. A special mention is however merited for :the in-room dining the person realised i was not too well and had a severe cough as i requested for a piece of ginger. not only was a cleaned piece sent but also some complementary ginger tea. .. truly a thoughtful and a welcome gesturethe steward and chef during breakfast. not only did they remember what i had order the previous day but also the crispiness of the waffle. a warm .. friendly .. and a professional hotel,"December 5, 2016"
"Stayed here on the 1st December for 1 night, the rooms are amazing, very large, well maintained and the service was great, check out was a little slow but generally a great place. Would recommend. Excellent a Wifi for free.Breakfast was good, the service could have been quicker but again the Hotel did great. ","December 2, 2016"
"It has been indeed pleasure to stay at crowne plaza, Mayur viharThe overall service is very good. The directors were easily approachable and the front desk members are really helpfulThe room,food, needs based on preference are too good","November 28, 2016"
"I have travelled with business to this hotel in November 2016. I have been checked-in in room 910. My overall impression is a very good one, of course there are some strong parts as well as improvements.First the good parts:1. The beds and pillows provide extraordinary comfort for sleeping. Somehow soft but with back support (I had no back pains in the mornings). Pillows have the correct size (not inexistent but not too big to get neck pains). By far the most comfortable bed I have slept in.2. The restaurant has a very good menu, decent priced. The food is very tasty, in particular the pasta has been correctly prepared.3. The staff is carefull, after just 2 days they remember your preferences (if you can call them that after 2 days) and they greet you in a nice, warm and personal approach.4. The room is very well dimensioned (in my case for a 1 week stay): there is a big bathroom, the bed area (with the TV) and then a kind of office place near the big window with a big desk, a small coffee table and a sofa - which is a good place for reading as well.5. Good selection of TV programs, with quite some options for the international travellers.6. The floors are quiet in order for you to enjoy reading, listening to some music or sleeping.Now for the improvements:1. Considering the location it would be usefull to have some organized trips from the hotel (using the Toyota Innova for a group of 5 people) to key landmarks (like the Taj Mahal). I found the individual transfer to this location is quite expensive: ~18000 rupees + tax (~280$). Organizing small groups would make it more efficient.2. The wallpaper in the room was starting to come off near the bathroom windows. I do not believe it was related to mold, as there was no bad smell in the room, but more to the fact that the glue did not behave well at the horizontal edge of walls (toward the bathroom, but inside the room). 3. The breakfast included is a bit ""static"". The selection of food is good, but there is no variation from day to day.PS: there is a pool, I have not tried it but it looks good. My room was on the pool-side of the hotel.PPS: not sure how the other side looks like it, but on the side I was located, apart from the pool below, the area does not offer much - it is mainly infrastructure-view (elevated train, highway, other roads, deserted land). On the higher floors there is though a nice view when it gets dark since all you can see is the traffic scenery.","November 28, 2016"
"This is excellent hotel, super courteous staff, spacious rooms, comfortable beds, very clean hotel, Great choices of breakfast and dinner, love my 4 night stay. Without hesitation I would recommend this lovely hotel to any foreign or local traveler.","November 27, 2016"
"We stayed one night only. The location is a bit far away from the city and the airport, but it's ideal if you wanna have a break from the madness outside and simply relax in comfortable rooms. The reception staff is very welcoming and nice. They made sure everything was correctly prepared for our stay and even organized a dinner option for us. They also gave us suggestion on the SPA services. Rooms are spacious and nicely presented. It was my first time in a Crowne Plaza and I won't regret it for sure! ","November 23, 2016"
